Thành phố,Quốc gia,Đánh giá chất lượng,Chỉ số không khí,Nồng độ bụi(pm10),Chỉ số Ozon,Chỉ số NO2,Chỉ số CO,Chỉ số SO2,Áp suất khí quyển,Độ ẩm,Ngày,Thời gian,Catching
Nice,Pháp,Trung bình - nhóm nhạy cảm chú ý,30,14,10,9,-1,1,1014,76,2025-11-15,2025-11-15 06:32:11,2025-11-15 06:30:00
Nice,Pháp,Trung bình - nhóm nhạy cảm chú ý,34,17,26,3,-1,1,1013,77,2025-11-15,2025-11-15 15:15:36,2025-11-15 15:10:00
Nice,Pháp,Trung bình - nhóm nhạy cảm chú ý,34,17,26,3,-1,1,1013,77,2025-11-15,2025-11-15 15:15:36,2025-11-15 15:10:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,16,23,32,2,-1,1,997,28,2025-10-23,2025-10-23 15:12:12,2025-10-23 15:10:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,16,23,32,2,-1,1,997,28,2025-10-23,2025-10-23 15:16:27,2025-10-23 15:10:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,16,23,32,2,-1,1,997,28,2025-10-23,2025-10-23 15:24:30,2025-10-23 15:20:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,16,23,32,2,-1,1,997,28,2025-10-23,2025-10-23 15:33:30,2025-10-23 15:30:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,26,23,13,17,-1,1,1009,39,2025-10-24,2025-10-24 09:34:34,2025-10-24 09:30:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,26,23,13,17,-1,1,1009,39,2025-10-24,2025-10-24 09:34:34,2025-10-24 09:30:00
Nice - Pháp,FR,Tốt - ít tác động sức khỏe,10,5,14,7,-1,1,1010,55,2025-10-25,2025-10-25 02:03:59,2025-10-25 02:00:00
Nice - Pháp,FR,Tốt - ít tác động sức khỏe,10,5,14,7,-1,1,1010,55,2025-10-25,2025-10-25 02:04:00,2025-10-25 02:00:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,19,11,8,10,-1,1,1023,61,2025-11-05,2025-11-05 07:01:44,2025-11-05 07:00:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,19,11,8,10,-1,1,1023,61,2025-11-05,2025-11-05 07:01:45,2025-11-05 07:00:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,24,19,4,18,-1,1,1023,59,2025-11-05,2025-11-05 08:05:38,2025-11-05 08:00:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,35,12,11,7,-1,1,1018,57,2025-11-06,2025-11-06 02:21:27,2025-11-06 02:20:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,35,12,11,7,-1,1,1018,57,2025-11-06,2025-11-06 02:21:27,2025-11-06 02:20:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,29,14,34,3,-1,1,1012,59,2025-11-06,2025-11-06 14:12:34,2025-11-06 14:10:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,29,14,34,3,-1,1,1012,59,2025-11-06,2025-11-06 14:12:34,2025-11-06 14:10:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,16,5,11,-1,1,1018,58,2025-11-11,2025-11-11 09:27:38,2025-11-11 09:20:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,16,5,11,-1,1,1018,58,2025-11-11,2025-11-11 09:27:39,2025-11-11 09:20:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,18,7,12,-1,1,1018,55,2025-11-11,2025-11-11 10:16:51,2025-11-11 10:10:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,18,7,12,-1,1,1018,55,2025-11-11,2025-11-11 10:20:01,2025-11-11 10:20:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,18,7,12,-1,1,1018,55,2025-11-11,2025-11-11 10:30:43,2025-11-11 10:30:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,39,14,27,3,-1,1,1018,72,2025-11-11,2025-11-11 15:12:58,2025-11-11 15:10:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,39,14,27,3,-1,1,1018,72,2025-11-11,2025-11-11 15:12:58,2025-11-11 15:10:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,39,14,27,3,-1,1,1018,72,2025-11-11,2025-11-11 15:17:17,2025-11-11 15:10:00
Nice - Pháp,FR,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,39,14,27,3,-1,1,1018,72,2025-11-11,2025-11-11 15:59:48,2025-11-11 15:50:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,25,11,2,15,-1,1,1022,71,2025-11-12,2025-11-12 07:54:02,2025-11-12 07:50:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,25,11,2,15,-1,1,1022,71,2025-11-12,2025-11-12 07:54:02,2025-11-12 07:50:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,25,11,2,15,-1,1,1022,71,2025-11-12,2025-11-12 08:15:17,2025-11-12 08:10:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,33,18,1,16,-1,1,1022,62,2025-11-12,2025-11-12 08:19:51,2025-11-12 08:10:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,33,18,1,16,-1,1,1022,62,2025-11-12,2025-11-12 08:22:57,2025-11-12 08:20:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,18,7,27,4,-1,1,1021,72,2025-11-12,2025-11-12 14:16:34,2025-11-12 14:10:00
Nice - Pháp,FR,Trung bình - nhóm nhạy cảm chú ý,18,7,27,4,-1,1,1021,72,2025-11-12,2025-11-12 14:16:34,2025-11-12 14:10:00
Ninh Thuận,VN,Trung bình - nhóm nhạy cảm chú ý,32,23,-1,-1,6,1,1010,74,2025-10-23,2025-10-23 15:11:18,2025-10-23 15:10:00
Ninh Thuận,VN,Trung bình - nhóm nhạy cảm chú ý,32,23,-1,-1,6,1,1010,74,2025-10-23,2025-10-23 15:15:34,2025-10-23 15:10:00
Ninh Thuận,VN,Trung bình - nhóm nhạy cảm chú ý,32,23,-1,-1,6,1,1010,74,2025-10-23,2025-10-23 15:23:37,2025-10-23 15:20:00
Ninh Thuận,VN,Trung bình - nhóm nhạy cảm chú ý,32,23,-1,-1,6,1,1010,74,2025-10-23,2025-10-23 15:32:35,2025-10-23 15:30:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,8,7,-1,-1,3,1,1009,87,2025-10-24,2025-10-24 09:33:38,2025-10-24 09:30:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,8,7,-1,-1,3,1,1009,87,2025-10-24,2025-10-24 09:33:38,2025-10-24 09:30:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,9,8,-1,-1,4,1,1010,86,2025-10-25,2025-10-25 02:03:06,2025-10-25 02:00:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,9,8,-1,-1,4,1,1010,86,2025-10-25,2025-10-25 02:03:06,2025-10-25 02:00:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,8,7,-1,-1,3,1,1009,74,2025-11-05,2025-11-05 07:00:49,2025-11-05 07:00:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,8,7,-1,-1,3,1,1009,74,2025-11-05,2025-11-05 07:00:49,2025-11-05 07:00:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,8,7,-1,-1,3,1,1006,66,2025-11-05,2025-11-05 08:04:45,2025-11-05 08:00:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,11,14,-1,-1,4,1,1004,88,2025-11-06,2025-11-06 02:20:35,2025-11-06 02:20:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,11,14,-1,-1,4,1,1004,88,2025-11-06,2025-11-06 02:20:35,2025-11-06 02:20:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,4,4,-1,-1,3,1,967,93,2025-11-06,2025-11-06 14:11:39,2025-11-06 14:10:00
Ninh Thuận,VN,Tốt - ít tác động sức khỏe,4,4,-1,-1,3,1,967,93,2025-11-06,2025-11-06 14:11:39,2025-11-06 14:10:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,68,42,3,-1,2,25,924,95,2025-11-08,2025-11-08 04:38:33,2025-11-08 04:30:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,68,42,3,-1,2,25,924,95,2025-11-08,2025-11-08 04:38:33,2025-11-08 04:30:00
Ninh Thuận,VN,Rất không lành mạnh - hạn chế ra ngoài,166,33,2,135,24,48,923,69,2025-11-11,2025-11-11 09:26:35,2025-11-11 09:20:00
Ninh Thuận,VN,Rất không lành mạnh - hạn chế ra ngoài,166,33,2,135,24,48,923,69,2025-11-11,2025-11-11 09:26:35,2025-11-11 09:20:00
Ninh Thuận,VN,Rất không lành mạnh - hạn chế ra ngoài,166,33,2,136,26,48,922,75,2025-11-11,2025-11-11 10:15:52,2025-11-11 10:10:00
Ninh Thuận,VN,Rất không lành mạnh - hạn chế ra ngoài,166,33,2,136,26,48,922,75,2025-11-11,2025-11-11 10:18:57,2025-11-11 10:10:00
Ninh Thuận,VN,Rất không lành mạnh - hạn chế ra ngoài,166,33,2,136,26,48,922,75,2025-11-11,2025-11-11 10:29:35,2025-11-11 10:20:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,88,49,2,136,26,48,924,88,2025-11-11,2025-11-11 15:12:02,2025-11-11 15:10:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,88,49,2,136,26,48,924,88,2025-11-11,2025-11-11 15:12:02,2025-11-11 15:10:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,88,49,2,136,26,48,924,88,2025-11-11,2025-11-11 15:16:25,2025-11-11 15:10:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,77,46,2,136,25,48,924,88,2025-11-11,2025-11-11 15:40:43,2025-11-11 15:40:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,77,46,2,136,25,48,924,88,2025-11-11,2025-11-11 15:41:56,2025-11-11 15:40:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,77,46,2,136,25,48,924,88,2025-11-11,2025-11-11 15:58:55,2025-11-11 15:50:00
Ninh Thuận,VN,Trung bình - nhóm nhạy cảm chú ý,26,31,2,135,24,48,924,56,2025-11-12,2025-11-12 07:53:04,2025-11-12 07:50:00
Ninh Thuận,VN,Trung bình - nhóm nhạy cảm chú ý,26,31,2,135,24,48,924,56,2025-11-12,2025-11-12 07:53:04,2025-11-12 07:50:00
Ninh Thuận,VN,Trung bình - nhóm nhạy cảm chú ý,26,31,2,135,24,48,924,56,2025-11-12,2025-11-12 08:14:25,2025-11-12 08:10:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,134,21,2,138,25,48,924,56,2025-11-12,2025-11-12 08:18:58,2025-11-12 08:10:00
Ninh Thuận,VN,Không lành mạnh - mọi người có thể bị ảnh hưởng,134,21,2,138,25,48,924,56,2025-11-12,2025-11-12 08:22:05,2025-11-12 08:20:00
Ninh Thuận,VN,Rất không lành mạnh - hạn chế ra ngoài,174,48,2,136,25,48,925,85,2025-11-12,2025-11-12 14:15:42,2025-11-12 14:10:00
Ninh Thuận,VN,Rất không lành mạnh - hạn chế ra ngoài,174,48,2,136,25,48,925,85,2025-11-12,2025-11-12 14:15:42,2025-11-12 14:10:00
Ninh Thuận,Việt Nam,Rất không lành mạnh - hạn chế ra ngoài,151,21,2,127,22,48,928,62,2025-11-13,2025-11-13 07:05:17,2025-11-13 07:00:00
Ninh Thuận,Việt Nam,Rất không lành mạnh - hạn chế ra ngoài,151,21,2,127,22,48,928,62,2025-11-13,2025-11-13 07:05:17,2025-11-13 07:00:00
Ninh Thuận,Việt Nam,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,33,2,135,24,48,926,71,2025-11-13,2025-11-13 14:03:55,2025-11-13 14:00:00
Ninh Thuận,Việt Nam,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,33,2,135,24,48,926,71,2025-11-13,2025-11-13 14:03:55,2025-11-13 14:00:00
Ninh Thuận,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,27,36,2,119,20,48,926,76,2025-11-14,2025-11-14 01:37:42,2025-11-14 01:30:00
Ninh Thuận,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,27,36,2,119,20,48,926,76,2025-11-14,2025-11-14 01:37:42,2025-11-14 01:30:00
Ninh Thuận,Việt Nam,Không lành mạnh - mọi người có thể bị ảnh hưởng,128,30,2,122,20,48,928,54,2025-11-14,2025-11-14 06:56:56,2025-11-14 06:50:00
Ninh Thuận,Việt Nam,Rất không lành mạnh - hạn chế ra ngoài,161,27,2,122,20,48,926,54,2025-11-15,2025-11-15 06:31:18,2025-11-15 06:30:00
Ninh Thuận,Việt Nam,Rất không lành mạnh - hạn chế ra ngoài,161,27,2,122,20,48,926,54,2025-11-15,2025-11-15 06:31:18,2025-11-15 06:30:00
Ninh Thuận,Việt Nam,Không lành mạnh - mọi người có thể bị ảnh hưởng,115,38,1,131,22,48,926,73,2025-11-15,2025-11-15 15:14:45,2025-11-15 15:10:00
Ninh Thuận,Việt Nam,Không lành mạnh - mọi người có thể bị ảnh hưởng,115,38,1,131,22,48,926,73,2025-11-15,2025-11-15 15:14:45,2025-11-15 15:10:00
Novosibirsk,Nga,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,14,-1,5,5,2,972,95,2025-11-13,2025-11-13 07:06:25,2025-11-13 07:00:00
Novosibirsk,Nga,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,14,-1,5,5,2,972,95,2025-11-13,2025-11-13 07:06:25,2025-11-13 07:00:00
Novosibirsk,Nga,Không lành mạnh - mọi người có thể bị ảnh hưởng,70,35,-1,17,10,2,972,96,2025-11-13,2025-11-13 14:05:02,2025-11-13 14:00:00
Novosibirsk,Nga,Không lành mạnh - mọi người có thể bị ảnh hưởng,70,35,-1,17,10,2,972,96,2025-11-13,2025-11-13 14:05:02,2025-11-13 14:00:00
Novosibirsk,Nga,Trung bình - nhóm nhạy cảm chú ý,25,15,-1,1,2,2,981,81,2025-11-14,2025-11-14 01:39:22,2025-11-14 01:30:00
Novosibirsk,Nga,Trung bình - nhóm nhạy cảm chú ý,25,15,-1,1,2,2,981,81,2025-11-14,2025-11-14 01:39:24,2025-11-14 01:30:00
Novosibirsk,Nga,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,16,21,1,2,2,970,73,2025-11-14,2025-11-14 06:58:04,2025-11-14 06:50:00
Novosibirsk,Nga,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,23,21,5,4,3,969,63,2025-11-15,2025-11-15 06:32:26,2025-11-15 06:30:00
Novosibirsk,Nga,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,23,21,5,4,3,969,63,2025-11-15,2025-11-15 06:32:26,2025-11-15 06:30:00
Novosibirsk,Nga,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,30,12,8,10,2,969,56,2025-11-15,2025-11-15 15:15:51,2025-11-15 15:10:00
Novosibirsk,Nga,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,30,12,8,10,2,969,56,2025-11-15,2025-11-15 15:15:52,2025-11-15 15:10:00
Novosibirsk - Nga,RU,Không lành mạnh - mọi người có thể bị ảnh hưởng,119,102,-1,16,11,2,964,48,2025-10-23,2025-10-23 15:12:29,2025-10-23 15:10:00
Novosibirsk - Nga,RU,Không lành mạnh - mọi người có thể bị ảnh hưởng,119,102,-1,16,11,2,964,48,2025-10-23,2025-10-23 15:16:42,2025-10-23 15:10:00
Novosibirsk - Nga,RU,Không lành mạnh - mọi người có thể bị ảnh hưởng,119,102,-1,16,11,2,964,48,2025-10-23,2025-10-23 15:24:46,2025-10-23 15:20:00
Novosibirsk - Nga,RU,Không lành mạnh - mọi người có thể bị ảnh hưởng,117,57,-1,11,8,2,964,48,2025-10-23,2025-10-23 15:33:46,2025-10-23 15:30:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,105,-1,2,2,2,962,23,2025-10-24,2025-10-24 09:34:49,2025-10-24 09:30:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,105,-1,2,2,2,962,23,2025-10-24,2025-10-24 09:34:50,2025-10-24 09:30:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,22,-1,4,2,1,958,30,2025-10-25,2025-10-25 02:04:16,2025-10-25 02:00:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,22,-1,4,2,1,958,30,2025-10-25,2025-10-25 02:04:16,2025-10-25 02:00:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,15,-1,4,3,1,972,89,2025-11-05,2025-11-05 07:02:00,2025-11-05 07:00:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,15,-1,4,3,1,972,89,2025-11-05,2025-11-05 07:02:01,2025-11-05 07:00:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,53,15,-1,3,2,0,973,74,2025-11-05,2025-11-05 08:05:54,2025-11-05 08:00:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,10,-1,2,1,1,982,76,2025-11-06,2025-11-06 02:21:43,2025-11-06 02:20:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,10,-1,2,1,1,982,76,2025-11-06,2025-11-06 02:21:43,2025-11-06 02:20:00
Novosibirsk - Nga,RU,Không có dữ liệu!,-1,-1,-1,8,3,1,1024,92,2025-11-06,2025-11-06 14:12:49,2025-11-06 14:10:00
Novosibirsk - Nga,RU,Không có dữ liệu!,-1,-1,-1,8,3,1,1024,92,2025-11-06,2025-11-06 14:12:50,2025-11-06 14:10:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,8,-1,1,2,2,968,72,2025-11-11,2025-11-11 09:27:58,2025-11-11 09:20:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,8,-1,1,2,2,968,72,2025-11-11,2025-11-11 09:28:01,2025-11-11 09:20:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,8,-1,1,2,2,968,72,2025-11-11,2025-11-11 10:17:08,2025-11-11 10:10:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,8,-1,1,2,2,968,72,2025-11-11,2025-11-11 10:20:19,2025-11-11 10:20:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,34,8,-1,1,1,1,967,61,2025-11-11,2025-11-11 10:31:03,2025-11-11 10:30:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,30,20,-1,3,3,1,967,65,2025-11-11,2025-11-11 15:13:14,2025-11-11 15:10:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,30,20,-1,3,3,1,967,65,2025-11-11,2025-11-11 15:13:14,2025-11-11 15:10:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,30,20,-1,3,3,1,967,65,2025-11-11,2025-11-11 15:17:32,2025-11-11 15:10:00
Novosibirsk - Nga,RU,Trung bình - nhóm nhạy cảm chú ý,30,20,-1,1,2,1,967,65,2025-11-11,2025-11-11 16:00:07,2025-11-11 16:00:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,17,-1,2,2,3,962,38,2025-11-12,2025-11-12 07:54:18,2025-11-12 07:50:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,17,-1,2,2,3,962,38,2025-11-12,2025-11-12 07:54:18,2025-11-12 07:50:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,17,-1,2,2,3,962,38,2025-11-12,2025-11-12 08:15:33,2025-11-12 08:10:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,17,-1,2,2,3,962,38,2025-11-12,2025-11-12 08:20:07,2025-11-12 08:20:00
Novosibirsk - Nga,RU,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,17,-1,2,2,3,962,38,2025-11-12,2025-11-12 08:23:13,2025-11-12 08:20:00
Novosibirsk - Nga,RU,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,64,-1,17,13,2,962,63,2025-11-12,2025-11-12 14:16:50,2025-11-12 14:10:00
Novosibirsk - Nga,RU,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,64,-1,17,13,2,962,63,2025-11-12,2025-11-12 14:16:50,2025-11-12 14:10:00
Osaka,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,70,27,23,45,4,8,1014,63,2025-11-13,2025-11-13 07:05:49,2025-11-13 07:00:00
Osaka,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,70,27,23,45,4,8,1014,63,2025-11-13,2025-11-13 07:05:49,2025-11-13 07:00:00
Osaka,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,87,40,1,46,0,5,1015,87,2025-11-13,2025-11-13 14:04:27,2025-11-13 14:00:00
Osaka,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,87,40,1,46,0,5,1015,87,2025-11-13,2025-11-13 14:04:27,2025-11-13 14:00:00
Osaka,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,29,17,38,0,7,1016,59,2025-11-14,2025-11-14 01:38:27,2025-11-14 01:30:00
Osaka,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,29,17,38,0,7,1016,59,2025-11-14,2025-11-14 01:38:28,2025-11-14 01:30:00
Osaka,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,70,24,41,21,0,4,1015,42,2025-11-14,2025-11-14 06:57:29,2025-11-14 06:50:00
Osaka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,15,35,13,2,1,1023,48,2025-11-15,2025-11-15 06:31:49,2025-11-15 06:30:00
Osaka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,15,35,13,2,1,1023,48,2025-11-15,2025-11-15 06:31:49,2025-11-15 06:30:00
Osaka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,13,19,19,6,4,1027,76,2025-11-15,2025-11-15 15:15:16,2025-11-15 15:10:00
Osaka,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,13,19,19,6,4,1027,76,2025-11-15,2025-11-15 15:15:16,2025-11-15 15:10:00
Osaka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,9,28,20,2,5,1024,72,2025-10-23,2025-10-23 15:11:51,2025-10-23 15:10:00
Osaka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,9,28,20,2,5,1024,72,2025-10-23,2025-10-23 15:16:06,2025-10-23 15:10:00
Osaka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,9,28,20,2,5,1024,72,2025-10-23,2025-10-23 15:24:10,2025-10-23 15:20:00
Osaka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,9,28,20,2,5,1024,72,2025-10-23,2025-10-23 15:33:09,2025-10-23 15:30:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,10,33,17,0,4,1022,55,2025-10-24,2025-10-24 09:34:12,2025-10-24 09:30:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,10,33,17,0,4,1022,55,2025-10-24,2025-10-24 09:34:12,2025-10-24 09:30:00
Osaka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,34,12,22,17,0,5,1021,68,2025-10-25,2025-10-25 02:03:39,2025-10-25 02:00:00
Osaka - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,34,12,22,17,0,5,1021,68,2025-10-25,2025-10-25 02:03:39,2025-10-25 02:00:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,13,19,28,0,7,1020,63,2025-11-05,2025-11-05 07:01:24,2025-11-05 07:00:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,13,19,28,0,7,1020,63,2025-11-05,2025-11-05 07:01:24,2025-11-05 07:00:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,55,16,19,32,4,7,1021,68,2025-11-05,2025-11-05 08:05:17,2025-11-05 08:00:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,10,26,4,7,1019,69,2025-11-06,2025-11-06 02:21:07,2025-11-06 02:20:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,10,26,4,7,1019,69,2025-11-06,2025-11-06 02:21:07,2025-11-06 02:20:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,11,28,24,2,5,1020,71,2025-11-06,2025-11-06 14:12:14,2025-11-06 14:10:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,11,28,24,2,5,1020,71,2025-11-06,2025-11-06 14:12:14,2025-11-06 14:10:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,12,31,16,0,7,1019,52,2025-11-11,2025-11-11 09:27:13,2025-11-11 09:20:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,12,31,16,0,7,1019,52,2025-11-11,2025-11-11 09:27:14,2025-11-11 09:20:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,12,31,16,3,7,1020,58,2025-11-11,2025-11-11 10:16:28,2025-11-11 10:10:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,12,31,16,3,7,1020,58,2025-11-11,2025-11-11 10:19:36,2025-11-11 10:10:00
Osaka - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,12,31,16,3,7,1020,58,2025-11-11,2025-11-11 10:30:17,2025-11-11 10:30:00
Osaka - Nhật Bản,JP,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,15,30,3,8,1022,76,2025-11-11,2025-11-11 15:12:36,2025-11-11 15:10:00
Osaka - Nhật Bản,JP,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,15,30,3,8,1022,76,2025-11-11,2025-11-11 15:12:36,2025-11-11 15:10:00
Osaka - Nhật Bản,JP,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,15,30,3,8,1022,76,2025-11-11,2025-11-11 15:16:56,2025-11-11 15:10:00
Osaka - Nhật Bản,JP,Không lành mạnh - mọi người có thể bị ảnh hưởng,57,16,15,30,3,8,1022,76,2025-11-11,2025-11-11 15:41:16,2025-11-11 15:40:00
